home_team,away_team,home_score,away_score,year,round,weekday,day,month,game_type,venue,attendance
North Melbourne,Melbourne,103,102,2000,17,Sat,1,7,regular,Etihad Stadium,30423
Fremantle,Port Adelaide,82,64,2000,17,Sat,1,7,regular,WACA,10826
Adelaide,Collingwood,147,109,2000,17,Sun,2,7,regular,AAMI Stadium,40171
Brisbane,Western Bulldogs,138,81,2000,17,Sun,2,7,regular,Gabba,24662
Hawthorn,Carlton,63,120,2000,17,Sun,2,7,regular,MCG,48268
Sydney,West Coast,151,80,2000,17,Sun,2,7,regular,SCG,22002
Essendon,Fremantle,159,72,2000,18,Fri,7,7,regular,Etihad Stadium,34567
Melbourne,Sydney,125,99,2000,18,Sat,8,7,regular,MCG,33923
Geelong,Adelaide,109,102,2000,18,Sat,8,7,regular,Skilled Stadium,20480
North Melbourne,Richmond,134,56,2000,18,Sat,8,7,regular,SCG,9198
West Coast,St Kilda,115,29,2000,18,Sat,8,7,regular,WACA,22232
Carlton,Collingwood,180,69,2000,18,Sun,9,7,regular,Princes Park,30096
Port Adelaide,Western Bulldogs,149,106,2000,18,Sun,9,7,regular,AAMI Stadium,21783
Brisbane,Hawthorn,106,124,2000,18,Sun,9,7,regular,Gabba,26782
Geelong,North Melbourne,85,124,2000,19,Fri,14,7,regular,Etihad Stadium,37446
Adelaide,West Coast,107,90,2000,19,Fri,14,7,regular,AAMI Stadium,35425
Carlton,Western Bulldogs,72,75,2000,19,Sat,15,7,regular,Princes Park,25397
Essendon,Hawthorn,165,82,2000,19,Sat,15,7,regular,Etihad Stadium,46946
Fremantle,Richmond,79,106,2000,19,Sun,16,7,regular,WACA,19116
Collingwood,Sydney,84,104,2000,19,Sun,16,7,regular,MCG,33182
St Kilda,Melbourne,98,116,2000,19,Sun,16,7,regular,Etihad Stadium,24039
Brisbane,Port Adelaide,120,53,2000,19,Sun,16,7,regular,Gabba,21956
Carlton,Essendon,83,109,2000,20,Fri,21,7,regular,MCG,91571
West Coast,Geelong,78,108,2000,20,Sat,22,7,regular,Patersons Stadium,30615
Sydney,North Melbourne,145,91,2000,20,Sat,22,7,regular,SCG,30551
Hawthorn,Port Adelaide,101,80,2000,20,Sat,22,7,regular,MCG,18976
Collingwood,Western Bulldogs,91,100,2000,20,Sat,22,7,regular,Etihad Stadium,30342
Melbourne,Fremantle,160,77,2000,20,Sun,23,7,regular,Etihad Stadium,16120
Richmond,St Kilda,119,79,2000,20,Sun,23,7,regular,MCG,35463
Adelaide,Brisbane,78,115,2000,20,Sun,23,7,regular,AAMI Stadium,40817
Essendon,Western Bulldogs,81,92,2000,21,Fri,28,7,regular,Etihad Stadium,45725
Hawthorn,Adelaide,98,67,2000,21,Sat,29,7,regular,MCG,25512
Brisbane,St Kilda,153,63,2000,21,Sat,29,7,regular,Gabba,25603
Richmond,Sydney,83,84,2000,21,Sat,29,7,regular,Etihad Stadium,35697
Port Adelaide,Carlton,88,83,2000,21,Sun,30,7,regular,AAMI Stadium,30152
Fremantle,West Coast,101,100,2000,21,Sun,30,7,regular,Patersons Stadium,37710
Melbourne,Geelong,126,108,2000,21,Sun,30,7,regular,MCG,75033
North Melbourne,Collingwood,80,98,2000,21,Sun,30,7,regular,Etihad Stadium,30003
Western Bulldogs,Hawthorn,66,81,2000,22,Fri,4,8,regular,Etihad Stadium,45527
North Melbourne,St Kilda,120,77,2000,22,Sat,5,8,regular,Etihad Stadium,16310
Essendon,Collingwood,97,78,2000,22,Sat,5,8,regular,MCG,66122
Geelong,Sydney,124,120,2000,22,Sat,5,8,regular,Skilled Stadium,26011
Brisbane,Fremantle,156,49,2000,22,Sat,5,8,regular,Gabba,25070
West Coast,Melbourne,100,170,2000,22,Sun,6,8,regular,Patersons Stadium,34471
Adelaide,Port Adelaide,92,139,2000,22,Sun,6,8,regular,AAMI Stadium,42659
Carlton,Richmond,125,52,2000,22,Sun,6,8,regular,MCG,65078
Geelong,Hawthorn,83,92,2000,23,Fri,11,8,finals,Etihad Stadium,44709
Essendon,North Melbourne,198,73,2000,23,Sat,12,8,finals,MCG,68443
Brisbane,Western Bulldogs,110,76,2000,23,Sat,12,8,finals,Gabba,25925
Carlton,Melbourne,87,96,2000,23,Sun,13,8,finals,MCG,75570
North Melbourne,Hawthorn,110,100,2000,23,Fri,18,8,finals,MCG,50027
Carlton,Brisbane,151,69,2000,23,Sat,19,8,finals,MCG,56924
Melbourne,North Melbourne,156,106,2000,23,Fri,25,8,finals,MCG,63937
Essendon,Carlton,125,80,2000,23,Sat,26,8,finals,MCG,84778
Essendon,Melbourne,135,75,2000,23,Sat,2,9,finals,MCG,96249
North Melbourne,Essendon,61,146,2001,1,Fri,30,3,regular,MCG,56028
Hawthorn,Collingwood,85,81,2001,1,Sat,31,3,regular,MCG,52190
Fremantle,Carlton,118,119,2001,1,Sat,31,3,regular,Patersons Stadium,23716
Western Bulldogs,St Kilda,107,112,2001,1,Sat,31,3,regular,Etihad Stadium,30047
Port Adelaide,Brisbane,99,93,2001,1,Sat,31,3,regular,AAMI Stadium,25948
Geelong,West Coast,115,49,2001,1,Sun,1,4,regular,Skilled Stadium,20149
Melbourne,Richmond,103,134,2001,1,Sun,1,4,regular,MCG,44466
Sydney,Adelaide,126,74,2001,1,Sun,1,4,regular,SCG,31174
Essendon,Port Adelaide,145,107,2001,2,Fri,6,4,regular,Etihad Stadium,34918
Carlton,Hawthorn,81,107,2001,2,Sat,7,4,regular,Princes Park,27597
Richmond,Western Bulldogs,69,111,2001,2,Sat,7,4,regular,MCG,36427
Collingwood,Fremantle,105,88,2001,2,Sat,7,4,regular,Etihad Stadium,26067
Adelaide,Melbourne,80,83,2001,2,Sat,7,4,regular,AAMI Stadium,35653
Brisbane,North Melbourne,118,58,2001,2,Sun,8,4,regular,Gabba,22970
St Kilda,Geelong,86,115,2001,2,Sun,8,4,regular,Etihad Stadium,33867
West Coast,Sydney,89,104,2001,2,Sun,8,4,regular,Patersons Stadium,32673
Carlton,Essendon,93,76,2001,3,Thu,12,4,regular,MCG,63088
Richmond,Brisbane,116,94,2001,3,Sat,14,4,regular,MCG,31688
Western Bulldogs,Collingwood,81,153,2001,3,Sat,14,4,regular,Etihad Stadium,37598
North Melbourne,Sydney,71,151,2001,3,Sat,14,4,regular,SCG,22395
Adelaide,Port Adelaide,88,153,2001,3,Sun,15,4,regular,AAMI Stadium,40296
St Kilda,West Coast,107,125,2001,3,Sun,15,4,regular,Etihad Stadium,19496
Fremantle,Hawthorn,59,82,2001,3,Sun,15,4,regular,Patersons Stadium,20703
Melbourne,Geelong,124,104,2001,3,Mon,16,4,regular,MCG,48551
Collingwood,Richmond,71,86,2001,4,Fri,20,4,regular,MCG,78638
Sydney,Essendon,55,102,2001,4,Fri,20,4,regular,SCG,40131
Carlton,Adelaide,53,62,2001,4,Sat,21,4,regular,Princes Park,21110
Western Bulldogs,Brisbane,140,87,2001,4,Sat,21,4,regular,Etihad Stadium,20322
Fremantle,West Coast,88,112,2001,4,Sat,21,4,regular,Patersons Stadium,38804
Port Adelaide,St Kilda,114,50,2001,4,Sat,21,4,regular,AAMI Stadium,27017
Geelong,North Melbourne,33,53,2001,4,Sun,22,4,regular,Skilled Stadium,14298
Hawthorn,Melbourne,83,44,2001,4,Sun,22,4,regular,MCG,30113
Essendon,Collingwood,103,95,2001,5,Wed,25,4,regular,MCG,83905
West Coast,Richmond,70,109,2001,5,Fri,27,4,regular,Patersons Stadium,38424
Carlton,St Kilda,125,92,2001,5,Sat,28,4,regular,Princes Park,24385
Western Bulldogs,Hawthorn,126,155,2001,5,Sat,28,4,regular,Etihad Stadium,34400
Adelaide,North Melbourne,90,75,2001,5,Sat,28,4,regular,AAMI Stadium,37596
Brisbane,Fremantle,171,122,2001,5,Sun,29,4,regular,Gabba,20059
Geelong,Port Adelaide,102,148,2001,5,Sun,29,4,regular,Skilled Stadium,18736
Melbourne,Sydney,119,104,2001,5,Sun,29,4,regular,MCG,31168
North Melbourne,Richmond,78,129,2001,6,Fri,4,5,regular,Etihad Stadium,39773
St Kilda,Sydney,120,94,2001,6,Sat,5,5,regular,Etihad Stadium,28933
Fremantle,Melbourne,74,119,2001,6,Sat,5,5,regular,Patersons Stadium,19775
Port Adelaide,Western Bulldogs,129,86,2001,6,Sat,5,5,regular,AAMI Stadium,30197
Brisbane,Geelong,116,61,2001,6,Sat,5,5,regular,Gabba,25881
Collingwood,Carlton,103,95,2001,6,Sun,6,5,regular,MCG,73572
Essendon,West Coast,158,70,2001,6,Sun,6,5,regular,Etihad Stadium,33829
Hawthorn,Adelaide,104,91,2001,6,Sun,6,5,regular,Aurora Stadium,17460
Melbourne,Western Bulldogs,77,107,2001,7,Fri,11,5,regular,MCG,32299
Richmond,Essendon,74,120,2001,7,Sat,12,5,regular,MCG,77576
Adelaide,Fremantle,103,83,2001,7,Sat,12,5,regular,AAMI Stadium,38292
St Kilda,Hawthorn,99,110,2001,7,Sat,12,5,regular,Etihad Stadium,37940
Collingwood,North Melbourne,97,99,2001,7,Sun,13,5,regular,Etihad Stadium,34600
Sydney,Brisbane,80,112,2001,7,Sun,13,5,regular,SCG,22390
West Coast,Port Adelaide,50,121,2001,7,Sun,13,5,regular,Patersons Stadium,28026
Geelong,Carlton,68,108,2001,7,Sun,13,5,regular,MCG,29150
Richmond,Adelaide,92,120,2001,8,Fri,18,5,regular,MCG,29073
Carlton,Brisbane,142,68,2001,8,Sat,19,5,regular,Princes Park,21997
Hawthorn,West Coast,138,58,2001,8,Sat,19,5,regular,MCG,22988
North Melbourne,St Kilda,138,89,2001,8,Sat,19,5,regular,Manuka Oval,10958
Port Adelaide,Collingwood,110,119,2001,8,Sat,19,5,regular,AAMI Stadium,34232
Melbourne,Essendon,79,85,2001,8,Sun,20,5,regular,MCG,47452
Western Bulldogs,Sydney,122,101,2001,8,Sun,20,5,regular,SCG,22874
Fremantle,Geelong,73,95,2001,8,Sun,20,5,regular,Patersons Stadium,20231
North Melbourne,Carlton,69,82,2001,9,Fri,25,5,regular,MCG,43624
Collingwood,St Kilda,98,80,2001,9,Sat,26,5,regular,MCG,49937
West Coast,Western Bulldogs,77,125,2001,9,Sat,26,5,regular,Patersons Stadium,30063
Brisbane,Adelaide,122,127,2001,9,Sat,26,5,regular,Gabba,24122
Essendon,Hawthorn,122,57,2001,9,Sat,26,5,regular,Etihad Stadium,50701
Port Adelaide,Melbourne,88,68,2001,9,Sun,27,5,regular,AAMI Stadium,22423
Geelong,Richmond,118,76,2001,9,Sun,27,5,regular,Skilled Stadium,27421
Sydney,Fremantle,84,65,2001,9,Sun,27,5,regular,SCG,20611
Western Bulldogs,North Melbourne,79,125,2001,10,Fri,1,6,regular,Etihad Stadium,32793
Carlton,West Coast,149,30,2001,10,Sat,2,6,regular,Princes Park,19757
Hawthorn,Port Adelaide,73,116,2001,10,Sat,2,6,regular,MCG,28228
St Kilda,Melbourne,113,144,2001,10,Sat,2,6,regular,Etihad Stadium,30497
Brisbane,Essendon,102,74,2001,10,Sat,2,6,regular,Gabba,36149
Adelaide,Geelong,66,55,2001,10,Sun,3,6,regular,AAMI Stadium,40466
Collingwood,Sydney,55,73,2001,10,Sun,3,6,regular,Etihad Stadium,42640
Fremantle,Richmond,46,84,2001,10,Sun,3,6,regular,Patersons Stadium,19626
St Kilda,Essendon,86,128,2001,11,Fri,8,6,regular,Etihad Stadium,40075
Geelong,Hawthorn,93,90,2001,11,Sat,9,6,regular,Etihad Stadium,37526
West Coast,Brisbane,62,84,2001,11,Sat,9,6,regular,Patersons Stadium,25588
Adelaide,Western Bulldogs,97,127,2001,11,Sat,9,6,regular,AAMI Stadium,38829
North Melbourne,Fremantle,154,68,2001,11,Sun,10,6,regular,Etihad Stadium,18023
Richmond,Carlton,88,61,2001,11,Sun,10,6,regular,MCG,71767
Sydney,Port Adelaide,125,78,2001,11,Sun,10,6,regular,SCG,28187
Melbourne,Collingwood,57,134,2001,11,Mon,11,6,regular,MCG,62761
Essendon,Adelaide,122,73,2001,12,Fri,15,6,regular,Etihad Stadium,38816
Geelong,Western Bulldogs,87,94,2001,12,Sat,16,6,regular,Skilled Stadium,22771
Fremantle,St Kilda,80,90,2001,12,Sat,16,6,regular,Patersons Stadium,19857
Melbourne,Brisbane,99,148,2001,12,Sun,17,6,regular,Gabba,23740
Collingwood,West Coast,173,92,2001,12,Fri,22,6,regular,Etihad Stadium,36589
Hawthorn,North Melbourne,101,98,2001,12,Sat,23,6,regular,MCG,41295
Richmond,Sydney,86,60,2001,12,Sat,23,6,regular,Etihad Stadium,37196
Port Adelaide,Carlton,70,104,2001,12,Sun,24,6,regular,AAMI Stadium,35805
Brisbane,Hawthorn,140,53,2001,13,Fri,29,6,regular,Gabba,30573
Carlton,Western Bulldogs,153,92,2001,13,Sat,30,6,regular,Princes Park,30067
Essendon,Fremantle,118,72,2001,13,Sat,30,6,regular,Etihad Stadium,29528
North Melbourne,Port Adelaide,95,73,2001,13,Sat,30,6,regular,Manuka Oval,10030
Adelaide,Collingwood,97,99,2001,13,Sat,30,6,regular,AAMI Stadium,39010
West Coast,Melbourne,95,88,2001,13,Sun,1,7,regular,Patersons Stadium,29783
St Kilda,Richmond,87,126,2001,13,Sun,1,7,regular,Etihad Stadium,40783
Sydney,Geelong,65,84,2001,13,Sun,1,7,regular,SCG,26760
Western Bulldogs,Essendon,76,154,2001,14,Fri,6,7,regular,Etihad Stadium,48728
Richmond,Hawthorn,71,129,2001,14,Sat,7,7,regular,MCG,52189
Adelaide,West Coast,64,51,2001,14,Sat,7,7,regular,AAMI Stadium,31534
Brisbane,St Kilda,119,62,2001,14,Sat,7,7,regular,Gabba,22911
Geelong,Collingwood,111,93,2001,14,Sat,7,7,regular,Etihad Stadium,50160
Melbourne,North Melbourne,93,121,2001,14,Sun,8,7,regular,MCG,27464
Sydney,Carlton,91,81,2001,14,Sun,8,7,regular,SCG,30488
Fremantle,Port Adelaide,71,163,2001,14,Sun,8,7,regular,Patersons Stadium,15961
St Kilda,Adelaide,59,156,2001,15,Fri,13,7,regular,Etihad Stadium,26560
Western Bulldogs,Fremantle,119,85,2001,15,Sat,14,7,regular,Etihad Stadium,15111
Carlton,Melbourne,111,117,2001,15,Sat,14,7,regular,Princes Park,23901
Hawthorn,Sydney,77,98,2001,15,Sat,14,7,regular,MCG,34394
Port Adelaide,Richmond,96,52,2001,15,Sat,14,7,regular,AAMI Stadium,26773
Collingwood,Brisbane,103,129,2001,15,Sun,15,7,regular,MCG,45016
Essendon,Geelong,127,112,2001,15,Sun,15,7,regular,Etihad Stadium,48152
West Coast,North Melbourne,110,154,2001,15,Sun,15,7,regular,Patersons Stadium,34259
Richmond,Melbourne,127,86,2001,16,Fri,20,7,regular,MCG,37938
Carlton,Fremantle,131,56,2001,16,Sat,21,7,regular,Princes Park,15622
Collingwood,Hawthorn,89,144,2001,16,Sat,21,7,regular,MCG,52381
St Kilda,Western Bulldogs,78,112,2001,16,Sat,21,7,regular,Etihad Stadium,21665
Brisbane,Port Adelaide,94,60,2001,16,Sat,21,7,regular,Gabba,29547
Adelaide,Sydney,56,105,2001,16,Sun,22,7,regular,AAMI Stadium,46852
Essendon,North Melbourne,171,159,2001,16,Sun,22,7,regular,MCG,51878
West Coast,Geelong,80,150,2001,16,Sun,22,7,regular,Patersons Stadium,31456
Western Bulldogs,Richmond,100,102,2001,17,Fri,27,7,regular,Etihad Stadium,43595
Geelong,St Kilda,78,66,2001,17,Sat,28,7,regular,Skilled Stadium,22414
Melbourne,Adelaide,84,100,2001,17,Sat,28,7,regular,MCG,17566
Fremantle,Collingwood,90,119,2001,17,Sat,28,7,regular,Patersons Stadium,20498
North Melbourne,Brisbane,115,136,2001,17,Sat,28,7,regular,Etihad Stadium,26776
Port Adelaide,Essendon,104,97,2001,17,Sun,29,7,regular,AAMI Stadium,37930
Hawthorn,Carlton,96,93,2001,17,Sun,29,7,regular,MCG,52472
Sydney,West Coast,83,48,2001,17,Sun,29,7,regular,SCG,20669
Richmond,Collingwood,71,51,2001,18,Fri,3,8,regular,MCG,69930
Sydney,North Melbourne,143,36,2001,18,Sat,4,8,regular,SCG,32689
Geelong,Melbourne,100,103,2001,18,Sat,4,8,regular,MCG,31074
Hawthorn,Fremantle,90,106,2001,18,Sat,4,8,regular,Etihad Stadium,16595
Brisbane,Western Bulldogs,136,103,2001,18,Sun,5,8,regular,Gabba,26872
Port Adelaide,Adelaide,107,99,2001,18,Sun,5,8,regular,AAMI Stadium,49846
Essendon,Carlton,95,102,2001,18,Sun,5,8,regular,MCG,75873
West Coast,St Kilda,171,79,2001,18,Sun,5,8,regular,Patersons Stadium,31358
North Melbourne,Geelong,131,82,2001,19,Fri,10,8,regular,Etihad Stadium,30919
St Kilda,Port Adelaide,114,125,2001,19,Sat,11,8,regular,Etihad Stadium,14018
Melbourne,Hawthorn,71,156,2001,19,Sat,11,8,regular,MCG,26632
Adelaide,Carlton,106,53,2001,19,Sat,11,8,regular,AAMI Stadium,44542
Brisbane,Richmond,128,97,2001,19,Sun,12,8,regular,Gabba,31324
Collingwood,Western Bulldogs,119,77,2001,19,Sun,12,8,regular,MCG,38793
Essendon,Sydney,79,77,2001,19,Sun,12,8,regular,Etihad Stadium,45057
West Coast,Fremantle,98,64,2001,19,Sun,12,8,regular,Patersons Stadium,41285
North Melbourne,Adelaide,100,162,2001,20,Fri,17,8,regular,Etihad Stadium,25340
Richmond,West Coast,138,73,2001,20,Sat,18,8,regular,Etihad Stadium,25856
Collingwood,Essendon,87,107,2001,20,Sat,18,8,regular,MCG,71518
Port Adelaide,Geelong,99,69,2001,20,Sat,18,8,regular,AAMI Stadium,25536
Hawthorn,Western Bulldogs,79,125,2001,20,Sun,19,8,regular,MCG,26642
St Kilda,Carlton,104,148,2001,20,Sun,19,8,regular,Etihad Stadium,34521
Sydney,Melbourne,98,131,2001,20,Sun,19,8,regular,SCG,28367
Fremantle,Brisbane,87,138,2001,20,Sun,19,8,regular,Patersons Stadium,15136
Richmond,North Melbourne,92,88,2001,21,Fri,24,8,regular,MCG,37776
Western Bulldogs,Port Adelaide,73,150,2001,21,Sat,25,8,regular,Etihad Stadium,19649
Carlton,Collingwood,130,62,2001,21,Sat,25,8,regular,MCG,70051
West Coast,Essendon,47,136,2001,21,Sat,25,8,regular,Patersons Stadium,36445
Geelong,Brisbane,67,110,2001,21,Sun,26,8,regular,Skilled Stadium,24325
Adelaide,Hawthorn,91,53,2001,21,Sun,26,8,regular,AAMI Stadium,42827
Melbourne,Fremantle,114,79,2001,21,Sun,26,8,regular,Etihad Stadium,12566
Sydney,St Kilda,142,55,2001,21,Sun,26,8,regular,SCG,26334
Essendon,Richmond,83,107,2001,22,Fri,31,8,regular,MCG,77028
Carlton,Geelong,97,27,2001,22,Sat,1,9,regular,Princes Park,26314
Fremantle,Adelaide,120,83,2001,22,Sat,1,9,regular,Patersons Stadium,19535
Hawthorn,St Kilda,87,89,2001,22,Sat,1,9,regular,MCG,24113
Brisbane,Sydney,93,62,2001,22,Sat,1,9,regular,Gabba,33606
North Melbourne,Collingwood,83,126,2001,22,Sun,2,9,regular,Manuka Oval,13117
Port Adelaide,West Coast,163,51,2001,22,Sun,2,9,regular,AAMI Stadium,22976
Western Bulldogs,Melbourne,123,133,2001,22,Sun,2,9,regular,Etihad Stadium,21146
Essendon,Richmond,113,43,2001,23,Fri,7,9,finals,MCG,78253
Carlton,Adelaide,118,50,2001,23,Sat,8,9,finals,MCG,53982
Brisbane,Port Adelaide,88,56,2001,23,Sat,8,9,finals,Gabba,32380
Hawthorn,Sydney,129,74,2001,23,Sun,9,9,finals,Etihad Stadium,32910
Richmond,Carlton,67,56,2001,23,Sat,15,9,finals,MCG,83323
Port Adelaide,Hawthorn,69,72,2001,23,Sat,15,9,finals,AAMI Stadium,30613
Essendon,Hawthorn,76,67,2001,23,Sat,22,9,finals,MCG,86468
Brisbane,Richmond,136,68,2001,23,Sat,22,9,finals,Gabba,37032
Essendon,Brisbane,82,108,2001,23,Sat,29,9,finals,MCG,91482
Richmond,Collingwood,155,118,2002,1,Thu,28,3,regular,MCG,65316
St Kilda,Carlton,89,65,2002,1,Sat,30,3,regular,Etihad Stadium,33359
Geelong,Essendon,76,126,2002,1,Sat,30,3,regular,MCG,42746
Port Adelaide,North Melbourne,73,83,2002,1,Sat,30,3,regular,AAMI Stadium,28578
Sydney,Brisbane,87,110,2002,1,Sun,31,3,regular,SCG,24052
West Coast,Fremantle,137,118,2002,1,Sun,31,3,regular,Patersons Stadium,39467
Western Bulldogs,Adelaide,93,112,2002,1,Sun,31,3,regular,Etihad Stadium,18475
Hawthorn,Melbourne,103,129,2002,1,Mon,1,4,regular,MCG,43484
Essendon,Richmond,112,60,2002,2,Fri,5,4,regular,MCG,67453
Carlton,Sydney,33,111,2002,2,Sat,6,4,regular,Princes Park,22435
North Melbourne,Western Bulldogs,110,97,2002,2,Sat,6,4,regular,Etihad Stadium,25985
Collingwood,West Coast,120,119,2002,2,Sat,6,4,regular,MCG,29348
Adelaide,Geelong,110,79,2002,2,Sat,6,4,regular,AAMI Stadium,44386
Brisbane,Hawthorn,148,46,2002,2,Sun,7,4,regular,Gabba,25660
Fremantle,St Kilda,76,73,2002,2,Sun,7,4,regular,Patersons Stadium,21138
Melbourne,Port Adelaide,109,82,2002,2,Sun,7,4,regular,MCG,19611
Carlton,Collingwood,75,55,2002,3,Fri,12,4,regular,MCG,63864
Richmond,Melbourne,96,76,2002,3,Sat,13,4,regular,MCG,37154
Adelaide,Sydney,114,84,2002,3,Sat,13,4,regular,AAMI Stadium,42246
North Melbourne,Geelong,67,75,2002,3,Sat,13,4,regular,Etihad Stadium,27286
Brisbane,Essendon,117,67,2002,3,Sat,13,4,regular,Gabba,35898
Hawthorn,Fremantle,89,79,2002,3,Sun,14,4,regular,Aurora Stadium,15066
West Coast,Western Bulldogs,113,81,2002,3,Sun,14,4,regular,Patersons Stadium,31854
St Kilda,Port Adelaide,56,139,2002,3,Sun,14,4,regular,Etihad Stadium,17641
Essendon,Adelaide,122,81,2002,4,Fri,19,4,regular,Etihad Stadium,40322
Collingwood,Hawthorn,104,63,2002,4,Sat,20,4,regular,MCG,48476
Melbourne,West Coast,137,103,2002,4,Sat,20,4,regular,Princes Park,9421
Western Bulldogs,Brisbane,78,94,2002,4,Sat,20,4,regular,Etihad Stadium,23928
Sydney,North Melbourne,103,100,2002,4,Sat,20,4,regular,SCG,23775
Port Adelaide,Carlton,148,95,2002,4,Sun,21,4,regular,AAMI Stadium,29486
Fremantle,Richmond,138,72,2002,4,Sun,21,4,regular,Patersons Stadium,23571
Geelong,St Kilda,166,44,2002,4,Sun,21,4,regular,Skilled Stadium,23563
Collingwood,Essendon,66,33,2002,5,Thu,25,4,regular,MCG,84894
Western Bulldogs,Melbourne,81,104,2002,5,Fri,26,4,regular,Etihad Stadium,30789
West Coast,Brisbane,121,75,2002,5,Sat,27,4,regular,Patersons Stadium,33313
Hawthorn,Richmond,125,83,2002,5,Sat,27,4,regular,MCG,39694
St Kilda,Sydney,56,56,2002,5,Sat,27,4,regular,Etihad Stadium,21007
Adelaide,Port Adelaide,82,90,2002,5,Sat,27,4,regular,AAMI Stadium,49513
Geelong,Fremantle,111,49,2002,5,Sun,28,4,regular,Skilled Stadium,20075
Carlton,North Melbourne,112,131,2002,5,Sun,28,4,regular,Etihad Stadium,35138
St Kilda,Collingwood,28,111,2002,6,Fri,3,5,regular,Etihad Stadium,46089
Fremantle,Essendon,89,62,2002,6,Sat,4,5,regular,Patersons Stadium,25319
North Melbourne,Hawthorn,87,155,2002,6,Sat,4,5,regular,MCG,33345
Carlton,Western Bulldogs,68,96,2002,6,Sat,4,5,regular,Etihad Stadium,29783
Brisbane,Geelong,146,89,2002,6,Sat,4,5,regular,Gabba,27015
Port Adelaide,West Coast,133,79,2002,6,Sun,5,5,regular,AAMI Stadium,27056
Sydney,Melbourne,99,71,2002,6,Sun,5,5,regular,SCG,23578
Richmond,Adelaide,73,105,2002,6,Sun,5,5,regular,Etihad Stadium,23355
Essendon,Carlton,87,62,2002,7,Fri,10,5,regular,MCG,55633
West Coast,North Melbourne,139,90,2002,7,Sat,11,5,regular,Patersons Stadium,32815
Adelaide,Fremantle,118,89,2002,7,Sat,11,5,regular,AAMI Stadium,44058
Richmond,Sydney,88,82,2002,7,Sat,11,5,regular,Etihad Stadium,29303
Hawthorn,Geelong,130,78,2002,7,Sat,11,5,regular,MCG,38709
Melbourne,St Kilda,105,102,2002,7,Sun,12,5,regular,MCG,20892
Western Bulldogs,Collingwood,63,73,2002,7,Sun,12,5,regular,Etihad Stadium,34400
Brisbane,Port Adelaide,129,72,2002,7,Sun,12,5,regular,Gabba,24538
Hawthorn,Carlton,89,80,2002,8,Fri,17,5,regular,MCG,39142
Port Adelaide,Geelong,129,54,2002,8,Sat,18,5,regular,AAMI Stadium,18193
Fremantle,Melbourne,94,89,2002,8,Sat,18,5,regular,Patersons Stadium,25027
Collingwood,Brisbane,114,111,2002,8,Sat,18,5,regular,Etihad Stadium,46279
Richmond,West Coast,94,73,2002,8,Sat,18,5,regular,MCG,22647
Western Bulldogs,Sydney,159,90,2002,8,Sun,19,5,regular,SCG,20934
Essendon,St Kilda,171,72,2002,8,Sun,19,5,regular,Etihad Stadium,34262
North Melbourne,Adelaide,110,93,2002,8,Sun,19,5,regular,Manuka Oval,7671
Port Adelaide,Collingwood,91,86,2002,9,Fri,24,5,regular,AAMI Stadium,35834
Geelong,Western Bulldogs,105,117,2002,9,Sat,25,5,regular,Skilled Stadium,22033
Melbourne,North Melbourne,111,107,2002,9,Sat,25,5,regular,MCG,28625
St Kilda,Richmond,72,63,2002,9,Sat,25,5,regular,Etihad Stadium,30336
Sydney,Essendon,83,85,2002,9,Sat,25,5,regular,ANZ Stadium,54129
Carlton,Adelaide,75,131,2002,9,Sun,26,5,regular,Princes Park,19305
Brisbane,Fremantle,109,79,2002,9,Sun,26,5,regular,Gabba,21709
West Coast,Hawthorn,126,88,2002,9,Sun,26,5,regular,Patersons Stadium,38646
North Melbourne,Essendon,92,84,2002,10,Fri,31,5,regular,MCG,34352
Richmond,Western Bulldogs,98,117,2002,10,Sat,1,6,regular,MCG,31586
Collingwood,Sydney,95,84,2002,10,Sat,1,6,regular,Etihad Stadium,45269
Adelaide,Brisbane,101,94,2002,10,Sat,1,6,regular,AAMI Stadium,47279
Geelong,Melbourne,89,63,2002,10,Sat,1,6,regular,Skilled Stadium,20031
Fremantle,Carlton,96,68,2002,10,Sun,2,6,regular,Patersons Stadium,27277
St Kilda,West Coast,127,77,2002,10,Sun,2,6,regular,Etihad Stadium,18876
Hawthorn,Port Adelaide,77,117,2002,10,Sun,2,6,regular,Aurora Stadium,18112
North Melbourne,Richmond,95,84,2002,11,Fri,7,6,regular,Etihad Stadium,30889
West Coast,Sydney,102,89,2002,11,Sat,8,6,regular,Patersons Stadium,35014
Essendon,Port Adelaide,49,108,2002,11,Sat,8,6,regular,Etihad Stadium,40044
Adelaide,Hawthorn,102,58,2002,11,Sat,8,6,regular,AAMI Stadium,42162
Geelong,Carlton,100,96,2002,11,Sun,9,6,regular,Etihad Stadium,37294
